Tiempo_s;Distancia_cm;Angulo_deg;Vref_V;Angulo
62.803.632;7,99;-51,88;0;38,12
62.877.552;8,2;-50,47;0;39,53
62.881.626;8,4;-51,53;0;38,47
62.972.684;8,31;-50,38;0;39,62
63.176.353;6,34;-27,17;0;62,83
63.182.559;8,25;-51,48;0;38,52
63.186.727;7,99;-50,65;0;39,35
63.190.475;4,83;-51,22;0,59;38,78
63.301.694;8,28;-50,25;0,53;39,75
63.307.515;8,28;-49,59;0;40,41
63.311.486;8,67;-50,34;0;39,66
63.315.367;8,79;-48,71;0;41,29
63.459.076;8,7;-49,68;0;40,32
63.464.336;8,24;-50,6;0;39,4
63.467.807;8,73;-49,33;0;40,67
63.644.517;9,08;-48,54;0;41,46
63.649.174;8,98;-50,38;0;39,62
63.652.704;8,81;-50,25;0;39,75
63.697.064;8,77;-51,61;0;38,39
63.931.606;9;-49,86;0;40,14
63.936.125;9,25;-50,25;0;39,75
6.393.945;8,7;-49,94;0;40,06
63.942.721;8,88;-50,43;0;39,57
63.946.207;8,61;-50,52;0;39,48
63.953.303;9,54;-50,91;0;39,09
64.102.684;9,02;-50,25;0;39,75
64.107.535;9,6;-51,88;0;38,12
64.110.907;9,05;-50,82;0;39,18
6.426.168;9,41;-51,7;0;38,3
64.266.178;9,28;-30,65;0;59,35
64.269.735;7,16;-23,88;0;66,12
6.434.101;9,98;-50,34;0;39,66
64.423.053;5,13;-43,53;0,58;46,47
64.608.339;5,31;-52,76;0,59;37,24
64.615.644;10,06;-52,45;0;37,55
64.620.143;9,47;-52,05;0;37,95
646.667;9,72;-51,31;0;38,69
64.672.734;10,09;-51,75;0;38,25
64.676.254;10,2;-52,14;0;37,86
64.775.148;9,94;-52,01;0;37,99
64.780.323;10,22;-51,75;0;38,25
64.936.208;10,08;-52,54;0;37,46
64.940.931;10,15;-50,74;0,02;39,26
6.494.432;10,26;-51,48;0;38,52
65.177.828;10,82;-51,48;0;38,52
65.445.676;10,22;-53,24;0;36,76
65.451.667;10,85;-51,83;0;38,17
6.545.589;10,08;-51,83;0;38,17
65.460.156;10,37;-52,14;0;37,86
65.464.435;11;-52,41;0;37,59
65.468.171;10,98;-51,09;0,12;38,91
65.472.755;10,71;-52,8;0;37,2
65.476.666;10,86;-53,15;0;36,85
65.480.646;10,86;-52,49;0;37,51
6.550.547;11,37;-53,42;0;36,58
65.511.088;11,09;-36,54;0;53,46
65.598.638;10,85;-53,11;0;36,89
65.757.095;10,76;-53,11;0;36,89
65.763.703;5,71;-38,95;0,55;51,05
65.768.229;11,17;-54,47;0;35,53
6.577.235;11,95;-54,47;0;35,53
65.998.777;11,83;-52,93;0;37,07
66.208.301;11,32;-53,33;0;36,67
66.213.003;11,43;-52,76;0;37,24
66.216.338;11,48;-54,25;0;35,75
66.219.821;12,24;-53,86;0;36,14
66.223.817;11,69;-54,34;0;35,66
66.227.097;11,22;-54,3;0;35,7
66.230.369;11,39;-53,9;0;36,1
6.632.381;11,87;-54,47;0;35,53
6.632.877;12,69;-53,55;0;36,45
66.332.398;12,07;-55,31;0;34,69
6.641.659;12,69;-52,71;0;37,29
66.421.261;12,69;-54,25;0;35,75
66.501.356;12,06;-53,15;0;36,85
6.650.619;11,73;-54,25;0;35,75
66.580.945;12,13;-53,37;0;36,63
66.826.285;12,46;-53,37;0;36,63
67.092.826;13,54;-51,35;0;38,65
67.098.289;12,38;-54,47;0;35,53
67.102.272;13,08;-52,58;0;37,42
67.105.681;12,7;-37,37;0;52,63
67.109.647;13,27;-54,43;0;35,57
67.113.162;6,21;-30,78;0;59,22
67.117.224;6,1;-35,35;0,56;54,65
67.152.104;13,12;-55,04;0;34,96
67.156.907;13,59;-54,34;0,59;35,66
67.160.968;13,34;-53,15;0;36,85
67.164.702;14,98;-54,12;3,3;35,88
67.240.228;14,16;-53,81;3,3;36,19
67.401.223;14,02;-54,43;3,3;35,57
67.405.811;14,21;-54,34;3,3;35,66
67.409.734;13,56;-54,52;3,3;35,48
67.413.367;13,81;-55,53;3,3;34,47
67.484.918;14,04;-55,17;3,3;34,83
67.648.006;13,89;-57,06;3,3;32,94
67.840.447;14,59;-55,92;3,3;34,08
67.847.923;13,91;-56,01;3,3;33,99
67.853.971;14,34;-57,59;3,3;32,41
6.786.181;14,77;-57,37;3,3;32,63
67.865.239;13,4;-58,21;3,3;31,79
67.869.514;13,4;-58,16;3,3;31,84
67.979.653;13,6;-58,78;3,3;31,22
67.985.413;14,11;-56,89;3,3;33,11
67.989.123;13,46;-58,95;3,3;31,05
68.136.896;14,21;-58,95;3,3;31,05
68.141.386;13,31;-59,35;3,3;30,65
68.145.111;12,92;-60,98;3,3;29,02
68.227.049;13,36;-59,92;3,3;30,08
68.230.753;2,96;-34,6;3,3;55,4
68.309.859;12,46;-60,32;3,3;29,68
68.313.258;13,21;-60,23;3,3;29,77
68.470.382;13,78;-60,27;3,3;29,73
68.747.765;12,53;-59,44;3,3;30,56
68.755.724;12,47;-60,27;3,3;29,73
68.762.576;12,8;-59,88;3,3;30,12
68.768.423;12,46;-60,19;3,3;29,81
68.774.428;12,37;-60,23;3,3;29,77
68.826.765;12,92;-59,26;3,3;30,74
68.834.635;12,28;-60,49;3,3;29,51
68.840.395;12,37;-60,27;3,3;29,73
6.884.556;12,46;-59,97;3,3;30,03
68.905.058;12,7;-59,61;3,3;30,39
68.914.573;12,8;-57,02;3,3;32,98
69.054.922;11,76;-59,83;3,3;30,17
69.059.302;11,78;-59,97;3,3;30,03
69.062.661;12,41;-58,78;3,3;31,22
69.297.319;11,46;-59,35;3,3;30,65
6.951.098;11,71;-60,93;3,3;29,07
69.515.721;11,01;-59,66;3,3;30,34
69.519.285;11,48;-61,06;3,3;28,94
69.523.367;11,65;-59,92;3,3;30,08
69.526.716;11,3;-59,44;3,3;30,56
69.530.406;11;-58,56;3,3;31,44
69.535.721;12,06;-33,86;3,3;56,14
6.967.853;2,96;-35;3,3;55
69.683.226;11,03;-58,78;3,3;31,22
69.688.363;2,96;-57,9;3,3;32,1
69.693.303;10,53;-58,3;3,3;31,7
69.748.569;10,76;-57,5;3,3;32,5
69.753.291;10,56;-58,78;3,3;31,22
69.867.862;11,16;-58,78;3,3;31,22
69.874.011;10,53;-58,78;3,3;31,22
70.113.109;11,31;-57,37;3,3;32,63
70.401.047;10,04;-58,69;3,3;31,31
70.406.401;10,23;-57,2;3,3;32,8
70.409.847;9,93;-58,12;3,3;31,88
70.413.211;10,14;-57,46;3,3;32,54
7.041.725;10,53;-59;3,3;31
70.420.589;10,46;-56,45;3,3;33,55
70.424.018;10,1;-55,66;3,3;34,34
7.043.871;10,09;-57,37;3,3;32,63
70.442.748;10,36;-56,05;3,3;33,95
70.446.484;9,94;-57,06;3,3;32,94
70.522.226;9,87;-56,54;3,3;33,46
70.526.861;9,82;-55,53;3,3;34,47
70.687.556;9,68;-55,75;3,3;34,25
70.717.744;10,34;-56,67;3,3;33,33
7.072.393;9,22;-55,04;3,3;34,96
7.084.343;9,69;-55,92;3,3;34,08
70.847.635;9,77;-33,06;3,3;56,94
70.850.977;9,8;-55,83;3,3;34,17
71.078.358;9,62;-56,58;3,3;33,42
71.334.596;2,96;-54,95;3,3;35,05
71.342.228;8,88;-56,01;3,3;33,99
71.347.904;9,33;-55,97;3,3;34,03
71.353.912;9,59;-56,1;3,3;33,9
71.360.277;8,67;-55,53;3,3;34,47
71.365.913;9,38;-56,41;3,3;33,59
71.372.147;9,02;-55,53;3,3;34,47
71.378.361;9,53;-56,01;3,3;33,99
71.433.586;9,22;-56,71;3,3;33,29
71.440.052;8,78;-56,14;3,3;33,86
71.445.148;8,97;-54,6;3,3;35,4
71.507.995;9,28;-55;3,3;35
71.514.197;9,41;-55,39;3,3;34,61
71.672.642;9,17;-57,46;3,3;32,54
71.677.025;8,47;-56,49;3,3;33,51
71.680.337;8,65;-57,37;3,3;32,63
71.754.381;8,66;-55,97;3,3;34,03
71.757.827;8,67;-55,39;3,3;34,61
71.916.401;8,56;-56,05;3,3;33,95
72.147.925;8,77;-56,36;3,3;33,64
72.152.355;8,48;-55,92;3,3;34,08
72.156.428;8,55;-55,31;3,3;34,69
72.160.274;8,3;-54,74;3,3;35,26
72.164.551;8,2;-56,8;3,3;33,2
72.168.009;8,39;-56,19;3,3;33,81
7.224.798;4,71;-32,36;0,5;57,64
72.254.293;4,71;-54,95;0,57;35,05
72.258.054;8,21;-55,48;0;34,52
72.327.607;7,86;-56,19;0,25;33,81
72.489.169;8,03;-55,88;0;34,12
72.494.597;8,2;-55,97;0;34,03
72.499.041;7,87;-54,95;0;35,05
72.565.263;7,84;-53,77;0;36,23
72.568.672;7,81;-54,3;0;35,7
72.727.772;8,2;-53,24;0;36,76
72.914.427;7,9;-52,14;0;37,86
72.919.014;8,21;-52,45;0;37,55
72.922.995;8,2;-51,75;0;38,25
72.926.289;8,28;-51,75;0;38,25
72.929.548;8;-49,94;0;40,06
73.057.023;7,83;-50,38;0;39,62
73.065.319;8,2;-51,17;0;38,83
73.069.648;8,28;-50,91;0,01;39,09
73.073.219;8,04;-50,3;0;39,7
73.146.554;8,24;-50,3;0;39,7
73.309.935;8,2;-50,03;0;39,97
73.317.255;8,28;-50,56;0;39,44
73.321.643;7,84;-49,33;0;40,67
73.325.097;8,77;-49,9;0;40,1
73.384.815;8,47;-49,5;0;40,5
73.548.072;5,2;-26,43;0,06;63,57
73.790.203;4,82;-27,57;0,36;62,43
73.796.974;8,54;-48,71;0;41,29
73.801.851;8,61;-48,8;0;41,2
73.806.283;8,66;-50,12;0,59;39,88
73.809.778;8,49;-49,37;0;40,63
7.381.302;8,67;-50,03;0;39,97
73.816.578;8,58;-49,64;0;40,36
73.869.528;8,68;-49,64;0;40,36
7.387.796;8,99;-49,37;0;40,63
73.970.173;8,39;-49,37;0;40,63
73.975.824;8,75;-50,34;0;39,66
74.131.003;9,02;-49,42;0;40,58
74.135.331;9,37;-50,87;0;39,13
74.138.699;8,74;-51,17;0;38,83
74.210.517;9,09;-50,38;0;39,62
74.213.992;9,21;-50,65;0;39,35
74.462.135;9,39;-50,74;0;39,26
74.648.908;9,2;-50,91;0;39,09
74.656.483;9,66;-51,53;0;38,47
74.663.167;9,94;-51,26;0;38,74
74.668.949;9,76;-51,31;0;38,69
74.675.781;9,65;-52,05;0;37,95
74.681.992;9,65;-52,45;0;37,55
74.688.112;9,9;-51,48;0;38,52
74.790.644;9,97;-51,83;0;38,17
74.797.129;6,21;-28,45;0;61,55
74.800.559;9,97;-53,72;0;36,28
74.942.329;10,31;-52,85;0;37,15
74.947.293;5,47;-54,56;0,59;35,44
74.951.442;10,15;-51,75;0,6;38,25
75.183.065;10,05;-52,49;0;37,51
7.542.046;10,17;-51,75;0;38,25
75.424.997;9,82;-51,39;0;38,61
75.428.326;10,41;-51;0;39
75.431.668;10,63;-54,52;0;35,48
75.435.626;10,41;-52,49;0;37,51
75.442.619;10,83;-52,05;0;37,95
75.447.914;10,89;-52,54;0;37,46
7.552.744;10,27;-53,59;0;36,41
75.535.802;10,37;-54,56;0;35,44
75.540.986;10,73;-54,3;0;35,7
75.545.651;10,57;-51,88;0;38,12
75.612.044;10,69;-52,45;0;37,55
75.616.662;10,95;-53,15;0;36,85
75.772.646;10,67;-53,02;0;36,98
75.778.652;10,95;-52,45;0;37,55
75.783.058;11,08;-53,5;0;36,5
76.017.261;11,41;-54,95;0;35,05
76.209.479;10,99;-54,69;0;35,31
762.162;11,32;-54,38;0;35,62
7.621.986;11,18;-33,42;0;56,58
76.223.224;8,58;-30,21;0;59,79
76.227.949;10,93;-53,33;0;36,67
76.231.314;5,81;-43,92;0,58;46,08
76.234.581;5,62;-54,12;0,57;35,88
76.266.027;11,68;-53,59;0;36,41
76.271.857;12,42;-53,9;0;36,1
76.352.724;11,63;-52,93;0;37,07
76.358.213;12,49;-54,56;0;35,44
76.439.413;11,99;-53,06;0;36,94
76.596.285;11,64;-53,81;0;36,19
7.660.084;12,69;-53,9;0;36,1
76.604.787;12,88;-54,25;0;35,75
76.763.959;12,43;-55;0;35
7.702.097;12,32;-51,48;0;38,52
77.025.115;13,06;-54,56;0;35,44
77.028.443;13,14;-53,11;0;36,89
77.032.387;12,89;-53,64;0;36,36
77.035.826;12,25;-52,54;0;37,46
77.039.051;12,24;-53,64;0;36,36
77.095.697;13,11;-55,13;0;34,87
77.100.515;13,68;-53,55;0;36,45
77.104.787;12,19;-54,25;0;35,75
77.256.929;13,25;-55,53;0;34,47
7.726.328;13,2;-53,46;3,3;36,54
77.268.541;12,84;-53,72;3,3;36,28
77.275.881;13,36;-32,05;3,3;57,95
7.741.117;13,2;-54,47;3,3;35,53
77.416.055;13,89;-54,87;3,3;35,13
77.419.424;2,96;-36,45;3,3;53,55
77.492.625;13,89;-55,39;3,3;34,61
77.698.315;14,14;-55,97;3,3;34,03
77.702.619;13,43;-54,95;3,3;35,05
7.773.662;13,2;-55,97;3,3;34,03
77.741.644;13,34;-56,85;3,3;33,15
77.745.203;13,56;-57,77;3,3;32,23
77.897.404;13,36;-57,46;3,3;32,54
77.905.625;13,08;-60,36;3,3;29,64
7.790.934;13,51;-58,3;3,3;31,7
77.969.777;12,12;-60,1;3,3;29,9
77.973.813;13,37;-59,61;3,3;30,39
78.073.022;13,08;-56,36;3,3;33,64
7.807.715;13,15;-59,39;3,3;30,61
78.322.307;11,64;-59,35;3,3;30,65
78.568.009;12,89;-60,1;3,3;29,9
78.575.714;12,45;-61,33;3,3;28,67
78.581.368;13,36;-60,45;3,3;29,55
78.587.666;12,54;-59,53;3,3;30,47
78.594.804;13,05;-61,46;3,3;28,54
78.601.109;12,18;-60,98;3,3;29,02
78.606.958;12,46;-60,19;3,3;29,81
786.498;13,09;-60,32;3,3;29,68
78.658.189;12,69;-41,9;3,3;48,1
78.665.112;12,07;-62,56;3,3;27,44
78.729.558;2,96;-34,87;3,3;55,13
78.735.281;2,96;-34,25;3,3;55,75
7.889.318;12,38;-61,64;3,3;28,36
78.897.633;11,46;-61,99;3,3;28,01
78.900.967;11,8;-60,01;3,3;29,99
7.897.594;11,97;-62,3;3,3;27,7
78.979.953;11,37;-60,23;3,3;29,77
79.136.626;11,51;-60,49;3,3;29,51
79.334.503;11,22;-59;3,3;31
79.342.404;11,34;-60,19;3,3;29,81
79.347.253;10,95;-60,19;3,3;29,81
79.350.618;10,83;-58,74;3,3;31,26
79.353.884;11,27;-59,53;3,3;30,47
79.357.148;11,73;-59,88;3,3;30,12
7.946.887;11,22;-60,36;3,3;29,64
79.474.517;10,85;-59,97;3,3;30,03
79.477.984;10,88;-58,74;3,3;31,26
79.627.209;11,33;-57,42;3,3;32,58
7.963.164;10,66;-58,3;3,3;31,7
79.635.012;10,34;-58,52;3,3;31,48
79.711.991;10,94;-58,52;3,3;31,48
79.715.331;10,36;-58,65;3,3;31,35
79.958.003;10,5;-58,65;3,3;31,35
80.190.577;10,69;-58,38;3,3;31,62
80.195.051;10,31;-56,89;3,3;33,11
80.198.395;10,16;-59,22;3,3;30,78
80.202.412;2,96;-33,15;3,3;56,85
80.206.931;9,89;-58,08;3,3;31,92
80.285.029;10,09;-58,3;3,3;31,7
80.290.451;10,11;-57,24;3,3;32,76
80.294.239;10,21;-57,42;3,3;32,58
80.297.621;9,91;-56,45;3,3;33,55
80.300.985;9,96;-57,46;3,3;32,54
80.370.265;9,98;-56,1;3,3;33,9
80.375.394;9,83;-57,42;3,3;32,58
80.532.938;10,27;-56,27;3,3;33,73
80.537.002;9,85;-56,89;3,3;33,11
80.540.694;9,5;-57,06;3,3;32,94
80.610.811;9,57;-55,39;3,3;34,61
80.614.174;9,51;-56,63;3,3;33,37
80.768.934;9,35;-57,15;3,3;32,85
80.978.623;9,38;-55,83;3,3;34,17
80.983.426;9,57;-55,79;3,3;34,21
8.098.749;9,43;-56,19;3,3;33,81
80.990.819;9,39;-56,58;3,3;33,42
80.994.245;9,33;-55,26;3,3;34,74
81.107.058;8,9;-55,83;3,3;34,17
81.112.699;8,74;-55,88;3,3;34,12
81.116.661;8,97;-55,57;3,3;34,43
81.120.679;8,53;-55,39;3,3;34,61
81.194.257;8,99;-57,37;3,3;32,63
81.347.809;8,57;-31,88;3,3;58,12
8.135.538;2,96;-32,1;3,3;57,9
8.136.007;8,73;-55,83;3,3;34,17
81.363.753;2,96;-55,66;3,3;34,34
81.559.453;8,91;-55,26;3,3;34,74
81.824.102;8,24;-55,75;3,3;34,25
8.182.854;8,5;-55,26;3,3;34,74
81.831.926;8,91;-56,05;3,3;33,95
81.835.905;8,55;-54,95;3,3;35,05
81.839.183;8,54;-56,14;3,3;33,86
81.842.574;8,28;-56,23;3,3;33,77
81.847.297;8,44;-55,48;3,3;34,52
81.851.257;8,44;-56,45;3,3;33,55
8.185.473;8,2;-55,13;3,3;34,87
81.989.034;7,86;-55,17;3,3;34,83
81.993.896;7,99;-56,8;3,3;33,2
82.149.388;8,29;-55,22;3,3;34,78
82.153.897;8,03;-55,17;3,3;34,83
82.157.197;7,76;-56,23;3,3;33,77
82.160.688;8,23;-55,44;0;34,56
82.309.182;8,2;-54,65;0;35,35
8.251.784;7,74;-55,88;0;34,12
82.524.314;7,96;-55,44;0;34,56
8.253.092;7,92;-54,56;0;35,44
82.536.648;7,46;-54,52;0;35,48
82.543.631;7,57;-47,48;0;42,52
82.637.923;7,88;-30,25;0;59,75
82.643.345;7,7;-54,43;0;35,57
82.647.979;7,93;-52,67;0;37,33
82.795.531;4,49;-52,89;0,58;37,11
82.800.133;7,83;-51,97;0;38,03
8.280.351;7,56;-52,85;0;37,15
82.958.677;7,51;-51;0;39
82.962.129;8,2;-50,91;0;39,09
82.965.453;7,94;-50,47;0;39,53
82.968.749;7,57;-51,04;0;38,96
8.311.743;7,93;-49,33;0;40,67
83.358.171;8,01;-49,72;0;40,28
83.363.699;7,85;-50,34;0;39,66
83.369.047;8,03;-48,93;0;41,07
83.373.253;8,09;-48,93;0;41,07
833.768;8,2;-50,74;0;39,26
83.453.303;7,95;-50,34;0;39,66
83.458.232;8,57;-48,36;0;41,64
83.461.591;8,47;-47,53;0;42,47
83.465.228;8,2;-49,42;0;40,58
83.609.845;8,71;-49,59;0;40,41
83.614.467;8,53;-49,06;0;40,94
8.361.782;8,2;-47,04;0;42,96
83.770.336;8,43;-49,37;0;40,63
83.773.848;8,41;-50,08;0;39,92
83.777.356;8,44;-47,22;0;42,78
83.930.289;8,53;-50,3;0;39,7
84.108.586;8,77;-49,37;0;40,63
84.113.111;4,9;-26,34;0,55;63,66
84.117.305;4,85;-50,03;0,58;39,97
84.120.616;8,64;-50,08;0;39,92
84.145.025;8,72;-49,42;0;40,58
84.151.335;8,72;-52,36;0;37,64
84.314.767;9,42;-49,86;0;40,14
84.319.386;9,3;-50,56;0;39,44
84.322.687;8,8;-51;0;39
84.326.229;9,28;-50,08;0;39,92
84.475.748;9,35;-49,64;0;40,36
84.479.925;9,25;-52,76;0;37,24
84.483.269;9,44;-50,95;0;39,05
84.555.437;9,53;-51,31;0;38,69
84.558.743;9,23;-51,7;0;38,3
84.738.573;9,62;-52,14;0;37,86
85.024.972;9,17;-51,97;0;38,03
85.031.053;9,53;-51,97;0;38,03
85.035.318;9,73;-53,06;0;36,94
85.038.624;9,57;-51,75;0;38,25
85.042.843;9,95;-52,45;0;37,55
85.053.582;9,49;-53,15;0;36,85
85.057.052;9,57;-53,86;0;36,14
85.060.351;10,16;-52,58;0;37,42
85.063.623;9,81;-52,63;0;37,37
85.132.678;10,22;-53,64;0;36,36
85.323.841;5,34;-28,85;0;61,15
8.532.995;5,3;-28,76;0,54;61,24
85.334.616;10,73;-52,89;0;37,11
85.338.996;10,28;-53,64;0;36,36
85.466.705;10,9;-52,71;0,05;37,29
85.471.215;10,79;-52,01;0;37,99
85.474.619;10,52;-53,37;0;36,63
85.701.451;10,42;-51,79;0;38,21
85.912.556;10,77;-52,85;0;37,15
85.918.647;11,31;-52,63;0;37,37
85.922.177;10,66;-55,13;0;34,87
85.925.504;10,32;-54,08;0;35,92
85.929.609;10,69;-53,72;0,02;36,28
85.932.908;10,54;-53,2;0;36,8
85.936.148;11,19;-52,89;0;37,11
86.043.055;11,19;-54,12;0;35,88
86.051.109;10,64;-53,42;0;36,58
86.057.283;11,21;-54,12;0;35,88
86.063.406;11,44;-53,99;0;36,01
86.119.213;11,1;-53,59;0;36,41
86.287.525;11,73;-54,25;0;35,75
86.291.922;11,48;-53,9;0;36,1
86.295.267;11,37;-55,13;0;34,87
86.363.692;11,62;-54,6;0;35,4
86.367.345;11,87;-57,59;0;32,41
86.537.406;11,57;-55,22;0;34,78
86.814.582;5,93;-29,9;0;60,1
86.821.191;12,14;-55,22;0;34,78
8.682.554;11,68;-54,56;0;35,44
86.829.239;10,84;-53,9;0,56;36,1
86.832.556;11,89;-53,64;0,12;36,36
86.835.824;12,47;-54,47;0;35,53
86.839.023;11,86;-53,68;0;36,32
86.842.536;12,24;-54,21;0;35,79
87.066.944;12,87;-54,65;0;35,35
87.071.695;12,69;-53,72;0;36,28
87.075.153;12,25;-54,52;0;35,48
87.078.509;12,51;-54,34;0;35,66
87.081.867;12,69;-54,25;0;35,75
87.223.247;13,11;-54,34;0;35,66
87.228.767;12,74;-54,56;3,3;35,44
87.233.228;12,95;-54,95;3,3;35,05
87.376.009;13,36;-55,09;3,3;34,91
87.564.832;13,7;-55,35;3,3;34,65
87.571.894;13,76;-55,17;3,3;34,83
87.577.461;13,22;-55,26;3,3;34,74
87.580.886;13,11;-55,04;3,3;34,96
87.584.144;13,14;-55,31;3,3;34,69
87.587.419;13,28;-56,89;3,3;33,11
87.712.759;13,22;-55,97;3,3;34,03
87.720.171;13,76;-57,2;3,3;32,8
87.725.269;13,34;-34,25;3,3;55,75
87.864.583;2,96;-34,08;3,3;55,92
87.869.369;12,23;-58,91;3,3;31,09
87.872.807;2,96;-57,68;3,3;32,32
88.031.102;10,29;-60,32;3,3;29,68
88.034.922;12,89;-59;3,3;31
88.038.432;12,28;-59,22;3,3;30,78
88.186.427;12,89;-59,44;3,3;30,56
88.439.335;13,25;-59,22;3,3;30,78
88.444.396;12,69;-60,1;3,3;29,9
8.844.902;12,84;-61,33;3,3;28,67
88.452.671;12,85;-59,66;3,3;30,34
88.456.417;12,17;-61,55;3,3;28,45
88.459.856;13,05;-59,44;3,3;30,56
88.512.286;11,87;-60,93;3,3;29,07
88.518.073;12,38;-61,5;3,3;28,5
88.522.696;12,92;-61,37;3,3;28,63
88.683.247;11,86;-57,37;3,3;32,63
88.689.915;12,23;-60,93;3,3;29,07
88.694.341;11,85;-60,93;3,3;29,07
88.836.961;12,38;-61,37;3,3;28,63
88.840.564;11,31;-60,93;3,3;29,07
88.844.053;11,98;-60,58;3,3;29,42
88.996.819;11,21;-59,53;3,3;30,47
89.189.345;11,56;-60,01;3,3;29,99
89.196.295;11,72;-60,1;3,3;29,9
89.199.832;11,28;-35,61;3,3;54,39
89.203.859;11,32;-60,27;3,3;29,73
89.207.158;11,15;-61,81;3,3;28,19
89.210.421;2,96;-57,64;3,3;32,36
89.326.082;11,04;-60,19;3,3;29,81
89.333.438;10,53;-59,7;3,3;30,3
89.339.946;10,98;-60,1;3,3;29,9
89.408.442;11,08;-58,65;3,3;31,35
89.416.102;10,38;-59,17;3,3;30,83
8.956.952;11,44;-58,47;3,3;31,53
89.573.949;10,23;-58,82;3,3;31,18
89.577.396;10,47;-58,78;3,3;31,22
89.821.564;10,29;-58,08;3,3;31,92
9.007.076;10,4;-58,47;3,3;31,53
90.078.506;10,82;-58,12;3,3;31,88
90.090.971;10,19;-57,37;3,3;32,63
90.098.572;10,08;-58,56;3,3;31,44
90.105.693;10,22;-58,6;3,3;31,4
90.188.525;10,61;-57,64;3,3;32,36
90.194.479;10,72;-57,28;3,3;32,72
90.201.725;9,89;-57,55;3,3;32,45
90.206.281;9,72;-57,81;3,3;32,19
90.215.133;9,99;-58,16;3,3;31,84
90.227.212;9,46;-58,08;3,3;31,92
90.233.344;9,42;-57,37;3,3;32,63
90.392.494;10,31;-56,36;3,3;33,64
90.398.892;9,89;-32,1;3,3;57,9
90.403.766;9,39;-56,49;3,3;33,51
90.469.638;2,96;-32,1;3,3;57,9
90.473.264;2,96;-53,02;3,3;36,98
90.630.033;9,37;-56,63;3,3;33,37
90.835.358;9,71;-56,71;3,3;33,29
90.843.188;9,68;-56,1;3,3;33,9
90.847.662;8,99;-56,54;3,3;33,46
90.851.053;8,82;-55,39;3,3;34,61
90.854.318;9,33;-56,54;3,3;33,46
90.857.577;8,7;-54,56;3,3;35,44
90.976.791;9,38;-54,16;3,3;35,84
90.985.437;8,88;-55,83;3,3;34,17
91.004.817;8,85;-55,97;3,3;34,03
91.042.567;8,67;-56,58;3,3;33,42
91.204.554;9,33;-55,97;3,3;34,03
9.120.923;8,88;-56,36;3,3;33,64
91.212.541;8,99;-56,54;3,3;33,46
91.216.161;8,84;-55,97;3,3;34,03
91.283.788;8,95;-54,43;3,3;35,57
91.445.114;8,47;-55,83;3,3;34,17
91.710.635;8,67;-56,05;3,3;33,95
91.717.673;8,2;-55,31;3,3;34,69
91.724.143;8,47;-56,41;3,3;33,59
91.728.708;8,35;-55,48;3,3;34,52
91.733.313;8,37;-55,92;3,3;34,08
91.737.281;8,79;-56,54;3,3;33,46
91.769.545;8,05;-56,76;3,3;33,24
91.775.251;2,96;-31,44;3,3;58,56
91.778.942;7,92;-55,75;3,3;34,25
91.859.581;8,47;-56,63;3,3;33,37
91.864.145;8,3;-56,27;3,3;33,73
91.945.479;7,99;-55,53;3,3;34,47
92.111.245;7,91;-55;3,3;35
92.115.025;7,92;-55,7;3,3;34,3
92.118.304;7,97;-56,01;3,3;33,99
92.121.902;7,65;-56,67;3,3;33,33
92.271.087;8,2;-55,88;0;34,12
92.484.578;7,69;-54,74;0;35,26
92.488.859;7,52;-55;0;35
92.493.333;7,54;-55,35;0;34,65
9.249.677;7,67;-54,25;0;35,75
92.500.009;7,19;-54,43;0;35,57
92.503.228;7,34;-53,24;0;36,76
92.598.007;7,37;-53,72;0;36,28
92.605.421;7,6;-53,59;0;36,41
92.682.177;7,68;-53,37;0;36,63
92.686.926;7,24;-52,32;0;37,68
92.843.055;7,64;-51,17;0;38,83
92.847.263;7,37;-52,54;0;37,46
92.850.978;7,49;-50,95;0;39,05
92.920.748;7,63;-50,38;0;39,62
92.924.532;7,51;-50,08;0;39,92
93.084.403;5,15;-26,87;0;63,13
93.356.911;4,5;-26,82;0,25;63,18
93.362.829;7,93;-50,08;0;39,92
93.367.634;5,23;-48,41;0,56;41,59
93.371.575;8,28;-49,06;0,61;40,94
93.375.427;7,81;-49,15;0;40,85
93.379.735;7,93;-49,86;0;40,14
93.406.891;7,75;-48,98;0;41,02
93.412.106;8,07;-48,85;0;41,15
93.416.559;8,03;-47,44;0;42,56
93.503.194;8,38;-48,41;0;41,59
93.507.905;8,29;-49,72;0;40,28
93.662.459;8,36;-49,68;0;40,32
93.666.928;8,41;-48,93;0;41,07
93.670.404;8,38;-50,25;0;39,75
93.903.564;8,39;-48,32;0;41,68
9.409.485;8,09;-48,93;0;41,07
94.100.363;8,22;-48,49;0;41,51
94.104.634;8,03;-48,54;0;41,46
94.108.153;8,34;-49,81;0;40,19
94.112.405;8,94;-49,59;0;40,41
94.115.835;8,56;-50,03;0;39,97
94.119.142;8,66;-49,37;0;40,63
94.243.613;8,74;-50,38;0;39,62
94.248.475;8,74;-50,74;0;39,26
94.251.967;8,64;-29,68;0;60,32
9.440.161;7,1;-26,47;0;63,53
94.406.382;8,8;-51;0;39
94.409.788;9,05;-51,17;0;38,83
94.413.117;4,95;-51,04;0,57;38,96
94.480.144;8,88;-50,6;0;39,4
94.562.072;9,34;-52,14;0;37,86
